Company_Id,Status,Issue/ Comments
136211,CSM,CSM
4446780,CSM,CSM
3107534,CSM,CSM
713213,CSM,CSM
2005360,CSM,CSM
3574,CSM,CSM
101574,CSM,CSM
1624298,CSM,CSM
739177,CSM,CSM
2187,CSM,CSM
747553,CSM,CSM
424785,CSM,CSM
835251,CSM,CSM
3110862,CSM,CSM
614017,CSM,CSM
3725432,CSM,CSM
1295512,CSM,CSM
10111,CSM,CSM
3428732,CSM,CSM
251568,CSM,CSM
834043,CSM,CSM
633955,CSM,CSM
1035052,CSM,CSM
1453646,CSM,CSM
2385128,CSM,CSM
81854,CSM,CSM
88562,CSM,CSM
1676882,CSM,CSM
3999088,CSM,CSM
258014,CSM,CSM
832971,CSM,CSM
647581,CSM,CSM
1057202,CSM,CSM
833687,CSM,CSM
728545,CSM,CSM
71847,CSM,CSM
10698,CSM,CSM
2296,CSM,CSM
259646,CSM,CSM
213639,CSM,CSM
82782,CSM,CSM
7314,CSM,CSM
4048704,CSM,CSM
162949,CSM,CSM
34731,CSM,CSM
1974,CSM,CSM
1844504,CSM,CSM
73741,CSM,CSM
922288,CSM,CSM
691449,CSM,CSM
385445,CSM,CSM
3682254,CSM,CSM
7822,CSM,CSM
749319,CSM,CSM
3477762,CSM,CSM
394719,CSM,CSM
2144898,CSM,CSM
3041914,CSM,CSM
775148,CSM,CSM
2794100,CSM,CSM
3661138,CSM,CSM
255451,CSM,CSM
102959,CSM,CSM
192196,CSM,CSM
728863,CSM,CSM
730483,CSM,CSM
747889,CSM,CSM
1284958,CSM,CSM
200119,CSM,CSM
13429,CSM,CSM
2020094,CSM,CSM
4184,CSM,CSM
2736552,CSM,CSM
374,CSM,CSM
2528,CSM,CSM
32703,CSM,CSM
21906,CSM,CSM
1494342,CSM,CSM
1686688,CSM,CSM
1375396,CSM,CSM
750627,CSM,CSM
86896,CSM,CSM
26047,CSM,CSM
934040,CSM,CSM
827857,CSM,CSM
844549,CSM,CSM
3538836,CSM,CSM
2918136,CSM,CSM
1293784,CSM,CSM
18535,CSM,CSM
83596,CSM,CSM
75103,CSM,CSM
2444032,CSM,CSM
697335,CSM,CSM
830955,CSM,CSM
145932,CSM,CSM
1049746,CSM,CSM
69,CSM,CSM
721097,CSM,CSM
550931,CSM,CSM
2195878,CSM,CSM
97158,CSM,CSM
615649,CSM,CSM
443,CSM,CSM
150490,CSM,CSM
640647,CSM,CSM
58608,CSM,CSM
123079,CSM,CSM
1431072,CSM,CSM
34470,CSM,CSM
363191,CSM,CSM
1336682,CSM,CSM
738501,CSM,CSM
290529,CSM,CSM
720701,CSM,CSM
979206,CSM,CSM
3668190,CSM,CSM
658861,CSM,CSM
911802,CSM,CSM
68527,CSM,CSM
490,CSM,CSM
608995,CSM,CSM
1440360,CSM,CSM
920992,CSM,CSM
2142494,CSM,CSM
832390,CSM,CSM
125195,CSM,CSM
760031,CSM,CSM
65180,CSM,CSM
1796052,CSM,CSM
587375,CSM,CSM
961858,CSM,CSM
1422796,CSM,CSM
14078,CSM,CSM
1505082,CSM,CSM
1015280,CSM,CSM
58795,CSM,CSM
1329040,CSM,CSM
4214566,CSM,CSM
2158288,CSM,CSM
3273720,CSM,CSM
1365528,CSM,CSM
942862,CSM,CSM
3986,CSM,CSM
1360544,CSM,CSM
827329,CSM,CSM
438467,CSM,CSM
7617,CSM,CSM
10934,CSM,CSM
3579792,CSM,CSM
1193,CSM,CSM
922068,CSM,CSM
843285,CSM,CSM
94697,CSM,CSM
27110,CSM,CSM
2906194,CSM,CSM
3577958,CSM,CSM
1727468,CSM,CSM
295985,CSM,CSM
74756,CSM,CSM
1011156,CSM,CSM
1122876,CSM,CSM
82233,CSM,CSM
29047,CSM,CSM
1075002,CSM,CSM
304745,CSM,CSM
1714738,CSM,CSM
6497,CSM,CSM
458349,CSM,CSM
553611,CSM,CSM
2910740,CSM,CSM
402475,CSM,CSM
733031,CSM,CSM
832451,CSM,CSM
1477640,CSM,CSM
832893,CSM,CSM
4893,CSM,CSM
667883,CSM,CSM
28518,CSM,CSM
758337,CSM,CSM
4068,CSM,CSM
231,CSM,CSM
1042,CSM,CSM
50026,CSM,CSM
7427,CSM,CSM
75773,CSM,CSM
987016,CSM,CSM
2471016,CSM,CSM
29139,CSM,CSM
79647,CSM,CSM
1761426,CSM,CSM
108,CSM,CSM
687641,CSM,CSM
11439,CSM,CSM
668993,CSM,CSM
121473,CSM,CSM
158371,CSM,CSM
212708,CSM,CSM
523805,CSM,CSM
40903,CSM,CSM
2186,CSM,CSM
49679,CSM,CSM
66359,CSM,CSM
4025708,CSM,CSM
2515932,CSM,CSM
2100510,CSM,CSM
4332116,CSM,CSM
1441578,CSM,CSM
24035,CSM,CSM
2196360,CSM,CSM
345859,CSM,CSM
15239,CSM,CSM
14728,CSM,CSM
4550,CSM,CSM
729587,CSM,CSM
4219616,CSM,CSM
833863,CSM,CSM
17246,CSM,CSM
4365126,CSM,CSM
963954,CSM,CSM
65758,CSM,CSM
1633724,CSM,CSM
4318032,CSM,CSM
556857,CSM,CSM
151264,CSM,CSM
210945,CSM,CSM
706763,CSM,CSM
3215100,CSM,CSM
1752,CSM,CSM
2621762,CSM,CSM
620721,CSM,CSM
2711288,CSM,CSM
2883532,CSM,CSM
1428244,CSM,CSM
3726604,CSM,CSM
1355128,CSM,CSM
499125,CSM,CSM
261168,CSM,CSM
1637050,CSM,CSM
1102608,CSM,CSM
57253,CSM,CSM
159555,CSM,CSM
7857,CSM,CSM
484755,CSM,CSM
3244370,CSM,CSM
66683,CSM,CSM
839749,CSM,CSM
3075570,CSM,CSM
3397930,CSM,CSM
1136782,CSM,CSM
739209,CSM,CSM
1261,CSM,CSM
2803930,CSM,CSM
598891,CSM,CSM
21632,CSM,CSM
2862694,CSM,CSM
748725,CSM,CSM
93409,CSM,CSM
730975,CSM,CSM
6496,CSM,CSM
645145,CSM,CSM
656375,CSM,CSM
99009,CSM,CSM
1714874,CSM,CSM
192816,CSM,CSM
906112,CSM,CSM
431265,CSM,CSM
486913,CSM,CSM
976348,CSM,CSM
1013240,CSM,CSM
3446086,CSM,CSM
4262176,CSM,CSM
887,CSM,CSM
307641,CSM,CSM
217789,CSM,CSM
177956,CSM,CSM
2794178,CSM,CSM
191952,CSM,CSM
65367,CSM,CSM
54819,CSM,CSM
927,CSM,CSM
728947,CSM,CSM
485367,CSM,CSM
18006,CSM,CSM
242967,CSM,CSM
3322988,CSM,CSM
2217984,CSM,CSM
135726,CSM,CSM
3302430,CSM,CSM
135880,CSM,CSM
177980,CSM,CSM
4741,CSM,CSM
1094622,CSM,CSM
577223,CSM,CSM
167,CSM,CSM
1130036,CSM,CSM
939460,CSM,CSM
1061322,CSM,CSM
1040348,CSM,CSM
139076,CSM,CSM
2108592,CSM,CSM
28317,CSM,CSM
82516,CSM,CSM
981392,CSM,CSM
3999494,CSM,CSM
1267394,CSM,CSM
162430,CSM,CSM
1714184,CSM,CSM
2375304,CSM,CSM
2437920,CSM,CSM
103776,CSM,CSM
1920420,CSM,CSM
747493,CSM,CSM
578433,CSM,CSM
6558,CSM,CSM
29605,CSM,CSM
6026,CSM,CSM
1557488,CSM,CSM
9335,CSM,CSM
7841,CSM,CSM
179022,CSM,CSM
891554,CSM,CSM
126117,CSM,CSM
8154,CSM,CSM
5205,CSM,CSM
1489202,CSM,CSM
7453,CSM,CSM
4348890,CSM,CSM
1786496,CSM,CSM
1387596,CSM,CSM
1051006,CSM,CSM
647865,CSM,CSM
2028950,CSM,CSM
2145,CSM,CSM
553021,CSM,CSM
2968260,CSM,CSM
438181,CSM,CSM
1366494,CSM,CSM
459903,CSM,CSM
827675,CSM,CSM
1084240,CSM,CSM
1102736,CSM,CSM
450667,CSM,CSM
9547,CSM,CSM
837099,CSM,CSM
414,CSM,CSM
17707,CSM,CSM
1642892,CSM,CSM
13972,CSM,CSM
719797,CSM,CSM
1207,CSM,CSM
574315,CSM,CSM
5712,CSM,CSM
5964,CSM,CSM
928,CSM,CSM
841643,CSM,CSM
1728378,CSM,CSM
2516714,CSM,CSM
2339692,CSM,CSM
500865,CSM,CSM
377869,CSM,CSM
58994,CSM,CSM
1037024,CSM,CSM
4196690,CSM,CSM
1954664,CSM,CSM
65291,CSM,CSM
607521,CSM,CSM
686503,CSM,CSM
739447,CSM,CSM
841427,CSM,CSM
728595,CSM,CSM
667,CSM,CSM
100778,CSM,CSM
691203,CSM,CSM
664589,CSM,CSM
486,CSM,CSM
834879,CSM,CSM
569759,CSM,CSM
599879,CSM,CSM
510603,CSM,CSM
125117,CSM,CSM
118101,CSM,CSM
96679,CSM,CSM
271705,CSM,CSM
3062712,CSM,CSM
3996402,CSM,CSM
1659240,CSM,CSM
751211,CSM,CSM
